dropoff_site,load_id,load_time,load_type,load_weight,report_date,route_number,route_type
Nkwanta North,285,2009,SWEEPING,73942,2009,SB37,SWEEPING
Birim South,286,2009,GARBAGE COLLECTIONS,112646,2009,PAH71,GARBAGE COLLECTIONS
Birim Municipal,287,2009,BRUSH,32994,2009,BR13,BRUSH
West Akim Municipal,288,2009,RECYCLING - SINGLE STREAM,28846,2009,RHAU14,RECYCLING - SINGLE STREAM
Suhum-Kraboa Coaltar,289,2009,SWEEPING,33116,2009,SDT01,SWEEPING
Akwapem South Municipal,290,2009,GARBAGE COLLECTIONS,49420,2009,PAW66,GARBAGE COLLECTIONS
Akwapem North,291,2009,SWEEPING,42410,2009,SC20-R,SWEEPING
New Juaben Municipal,292,2009,RECYCLING - PAPER,38915,2009,RW12,RECYCLING - PAPER
Yilo Krobo,293,2009,RECYCLING - PAPER,108630,2009,RT23,RECYCLING - PAPER
Lower Manya,294,2009,GARBAGE COLLECTIONS,24327,2009,PAF61,GARBAGE COLLECTIONS
Asuogyaman,295,2009,BRUSH,1118,2009,BR17,BRUSH
Upper Manya,296,2009,RECYCLING - SINGLE STREAM,60105,2009,RMAU10,RECYCLING - SINGLE STREAM
Fanteakwa,297,2009,GARBAGE COLLECTIONS,126560,2009,PAW85,GARBAGE COLLECTIONS
East Akim Municipal,298,2009,GARBAGE COLLECTIONS,25702,2009,PAM61,GARBAGE COLLECTIONS
Kwaebibirem,299,2009,GARBAGE COLLECTIONS,24670,2009,PAT62,GARBAGE COLLECTIONS
Akyem Mansa,300,2009,SWEEPING,38439,2009,E01-R,SWEEPING
Birim North,301,2009,GARBAGE COLLECTIONS,99630,2009,PAW62,GARBAGE COLLECTIONS
Atiwa,302,2009,SWEEPING,18210,2009,ST0508,SWEEPING
Kwahu West Municipal,303,2009,GARBAGE COLLECTIONS,79318,2009,PAW50,GARBAGE COLLECTIONS
Kwahu South,304,2009,YARD TRIMMING,2511,2009,YM09,YARD TRIMMING
Kwahu East,305,2009,GARBAGE COLLECTIONS,32460,2009,PAM69,GARBAGE COLLECTIONS
Kwahu North,306,2009,BULK,21440,2009,BU09,BULK
Atwima Mponua,307,2009,SWEEPING,14287,2009,C10-R,SWEEPING
Amansie West,308,2009,RECYCLING - PAPER,69917,2009,RT25,RECYCLING - PAPER
Amansie Central,309,2009,GARBAGE COLLECTIONS,93279,2009,PAM62,GARBAGE COLLECTIONS
Adansi South,310,2009,YARD TRIMMING,56049,2009,YH08,YARD TRIMMING
Obuasi Municipal,311,2009,GARBAGE COLLECTIONS,20415,2009,PAH64,GARBAGE COLLECTIONS
Adansi North,312,2009,YARD TRIMMING,33594,2009,YM03,YARD TRIMMING
Bekwai Municipal,313,2009,RECYCLING - SINGLE STREAM,74786,2009,RWBS43,RECYCLING - SINGLE STREAM
Bosome Freho,314,2009,BULK,140139,2009,BU07,BULK
Asante Akim South,315,2009,BRUSH,110493,2009,BR26,BRUSH
Asante Akim North Municipal,316,2009,SWEEPING,30100,2009,W21,SWEEPING
Ejisu Juaben Municipal,317,2009,RECYCLING - COMINGLE,119499,2009,RM32,RECYCLING - COMINGLE
Bosumtwi,318,2009,BRUSH,17116,2009,ST0506,BRUSH
Atwima Kwanwoma,319,2009,SWEEPING,22767,2009,E12-R,SWEEPING
Kumasi Metropolis,320,2009,GARBAGE COLLECTIONS,14430,2009,PAF03,GARBAGE COLLECTIONS
Kwadaso,321,2009,YARD TRIMMING,119263,2009,YM04,YARD TRIMMING
Nhyiaeso,322,2009,RECYCLING - SINGLE STREAM,105769,2009,RMBS33,RECYCLING - SINGLE STREAM
Subin,323,2009,BULK,88162,2009,BU02,BULK
Asokwa,324,2009,YARD TRIMMING,118781,2009,YBM00,YARD TRIMMING
Oforikrom,325,2009,GARBAGE COLLECTIONS,123973,2009,PH32,GARBAGE COLLECTIONS
Asawase,326,2009,RECYCLING - COMINGLE,107537,2009,RH02,RECYCLING - COMINGLE
Manhyia,327,2009,RECYCLING - PAPER,1064,2009,RW21,RECYCLING - PAPER
Old Tafo,328,2009,GARBAGE COLLECTIONS,32537,2009,PT11,GARBAGE COLLECTIONS
Suame,329,2009,RECYCLING - SINGLE STREAM,45049,2009,RHAU14,RECYCLING - SINGLE STREAM
Bantama,330,2009,GARBAGE COLLECTIONS,96880,2009,PT35,GARBAGE COLLECTIONS
Atwima Nwabiagya,331,2009,GARBAGE COLLECTIONS,11019,2009,PM30,GARBAGE COLLECTIONS
Ahafo Ano South,332,2009,BRUSH,80596,2009,BR12,BRUSH
Ahafo Ano North,333,2009,RECYCLING - SINGLE STREAM,67302,2009,RWAU25,RECYCLING - SINGLE STREAM
Offinso Municipal,334,2009,SWEEPING,32679,2009,SDT01,SWEEPING
Afigya Kwabre,335,2009,BULK,109449,2009,BU16,BULK
Kwabre East,336,2009,RECYCLING - SINGLE STREAM,73651,2009,RWAU53,RECYCLING - SINGLE STREAM
Afigya Sekyere,337,2009,RECYCLING - SINGLE STREAM,25213,2009,RHAU20,RECYCLING - SINGLE STREAM
Mampong Municipal,338,2009,GARBAGE COLLECTIONS,28267,2009,PF12,GARBAGE COLLECTIONS
Sekyere East,339,2009,GARBAGE COLLECTIONS,25911,2009,PAM80,GARBAGE COLLECTIONS
Sekyere Afram Plains,340,2009,GARBAGE COLLECTIONS,29021,2009,PF11,GARBAGE COLLECTIONS
Sekyere Central,341,2009,GARBAGE COLLECTIONS,71348,2009,PT30,GARBAGE COLLECTIONS
Ejura Sekye Dumasi,342,2009,BULK,16245,2009,BU28,BULK
Offinso North,343,2009,YARD TRIMMING,136486,2009,YBF00,YARD TRIMMING
Asunafo South,344,2009,YARD TRIMMING,29449,2009,OT-1,YARD TRIMMING
Asunafo North Municipal,345,2009,BULK,124756,2009,BU16,BULK
Asutifi,346,2009,GARBAGE COLLECTIONS,7878,2009,PT19,GARBAGE COLLECTIONS
Dormaa Municipal,347,2009,RECYCLING - SINGLE STREAM,2860,2009,RHAU51,RECYCLING - SINGLE STREAM
Dormaa East,348,2009,RECYCLING - PAPER,56551,2009,RF13,RECYCLING - PAPER
Tano South,349,2009,DEAD ANIMAL,20180,2009,DA01,DEAD ANIMAL
Tano North,350,2009,RECYCLING - COMINGLE,1466,2009,RT32,RECYCLING - COMINGLE
Sunyani Municipal,351,2009,GARBAGE COLLECTIONS,89962,2009,PAM69,GARBAGE COLLECTIONS
Sunyani West,352,2009,GARBAGE COLLECTIONS,71599,2009,PAW07,GARBAGE COLLECTIONS
Berekum Municipal,353,2009,BRUSH,14736,2009,BR14,BRUSH
Jaman South,354,2009,RECYCLING - SINGLE STREAM,113660,2009,RHAU22,RECYCLING - SINGLE STREAM
Jaman North,355,2009,GARBAGE COLLECTIONS,34989,2009,PAM73,GARBAGE COLLECTIONS
Tain,356,2009,GARBAGE COLLECTIONS,96285,2009,PAM67,GARBAGE COLLECTIONS
Wenchi Municipal,357,2009,GARBAGE COLLECTIONS,44424,2009,PM12,GARBAGE COLLECTIONS
Techiman Municipal,358,2009,YARD TRIMMING,32013,2009,YT01,YARD TRIMMING
Nkoranza South,359,2009,SWEEPING,133005,2009,SDT01,SWEEPING
Nkoranza North,360,2009,BRUSH,133546,2009,BR16,BRUSH
Atebubu Amantin,361,2009,RECYCLING - COMINGLE,69955,2009,RW23,RECYCLING - COMINGLE
Sene,362,2009,YARD TRIMMING,41946,2009,YT03,YARD TRIMMING
Pru,363,2009,GARBAGE COLLECTIONS,10627,2009,PAH82,GARBAGE COLLECTIONS
Kintampo South,364,2009,GARBAGE COLLECTIONS,62053,2009,PAW80,GARBAGE COLLECTIONS
Kintampo North Municipal,365,2009,GARBAGE COLLECTIONS,26474,2009,PAH02,GARBAGE COLLECTIONS
Bole,366,2009,YARD TRIMMING,117179,2009,YW07,YARD TRIMMING
Sawla-Tuna-Kalba,367,2009,YARD TRIMMING,13316,2009,YHP,YARD TRIMMING
West Gonja,368,2009,GARBAGE COLLECTIONS,46516,2009,PAT63,GARBAGE COLLECTIONS
Gonja Central,369,2009,RECYCLING - SINGLE STREAM,132311,2009,RFBU15,RECYCLING - SINGLE STREAM
East Gonja,370,2009,GARBAGE COLLECTIONS,101135,2009,PAW80,GARBAGE COLLECTIONS
Kpandai,371,2009,RECYCLING - SINGLE STREAM,39938,2009,RWBU13,RECYCLING - SINGLE STREAM
Nanumba South,372,2009,SWEEPING,40497,2009,SB53,SWEEPING
Nanumba North,373,2009,RECYCLING - SINGLE STREAM,118251,2009,RTBU26,RECYCLING - SINGLE STREAM
Zabzugu Tatali,374,2009,SWEEPING,1634,2009,S33,SWEEPING
Yendi Municipal,375,2009,SWEEPING,88739,2009,DSN02,SWEEPING
Tamale Metropolis,376,2009,GARBAGE COLLECTIONS,43121,2009,PH10,GARBAGE COLLECTIONS
Tamale South,377,2009,GARBAGE COLLECTIONS,67826,2009,PAM04,GARBAGE COLLECTIONS
Tamale Central,378,2009,YARD TRIMMING,18156,2009,YH09,YARD TRIMMING
Tamale North,379,2009,MULCH,97091,2009,BRAKER SITE,MULCH
Tolon Kumbugu,380,2009,GARBAGE COLLECTIONS,121201,2009,PAW83,GARBAGE COLLECTIONS
Savelugu Nanton,381,2009,GARBAGE COLLECTIONS,62401,2009,PAW03,GARBAGE COLLECTIONS
Karaga,382,2009,GARBAGE COLLECTIONS,21522,2009,PAF05,GARBAGE COLLECTIONS
Gushiegu,383,2009,GARBAGE COLLECTIONS,8949,2009,PAT75,GARBAGE COLLECTIONS
Saboba,384,2009,RECYCLING - COMINGLE,106484,2009,RH15,RECYCLING - COMINGLE
Chereponi,385,2009,GARBAGE COLLECTIONS,75958,2009,PAH04,GARBAGE COLLECTIONS
Bunkpurugu Yonyo,386,2009,RECYCLING - SINGLE STREAM,8497,2009,RWAS40,RECYCLING - SINGLE STREAM
Mamprusi East,387,2009,GARBAGE COLLECTIONS,134825,2009,PAW73,GARBAGE COLLECTIONS
Mamprusi West,388,2009,GARBAGE COLLECTIONS,102947,2009,PAT63,GARBAGE COLLECTIONS
Builsa,389,2009,GARBAGE COLLECTIONS,14270,2009,PAH62,GARBAGE COLLECTIONS
Kasena Nankana West,390,2009,RECYCLING - SINGLE STREAM,15675,2009,RHBS42,RECYCLING - SINGLE STREAM
Kasena Nankana East,391,2009,RECYCLING - COMINGLE,71564,2009,RH22,RECYCLING - COMINGLE
Bolgatanga Municipal,392,2009,GARBAGE COLLECTIONS,102845,2009,PAW73,GARBAGE COLLECTIONS
Talensi Nabdam,393,2009,GARBAGE COLLECTIONS,22183,2009,PAH71,GARBAGE COLLECTIONS
Bongo,394,2009,SWEEPING,89430,2009,SDT01,SWEEPING
Bawku West,395,2009,RECYCLING - SINGLE STREAM,62951,2009,RHAU24,RECYCLING - SINGLE STREAM
Garu Tempane,396,2009,BRUSH,6557,2009,BR17,BRUSH
Bawku Municipal,397,2009,YARD TRIMMING,62066,2009,YM04,YARD TRIMMING
Wa West,398,2009,SWEEPING,119362,2009,SDT01,SWEEPING
Wa Municipal,399,2009,SWEEPING,89251,2009,SC12-R,SWEEPING
Wa East,400,2009,YARD TRIMMING,104817,2009,YH02,YARD TRIMMING
Sissala East,401,2009,SWEEPING,91458,2009,SDT01,SWEEPING
Nadowli,402,2009,GARBAGE COLLECTIONS,73652,2009,PAT70,GARBAGE COLLECTIONS
Jirapa,403,2009,GARBAGE COLLECTIONS,33391,2009,PAF01,GARBAGE COLLECTIONS
Sissala West,404,2009,RECYCLING - PAPER,69855,2009,IRF1,RECYCLING - PAPER
Lambussie Karni,405,2009,RECYCLING - COMINGLE,9657,2009,RH05,RECYCLING - COMINGLE
Lawra,406,2009,RECYCLING - COMINGLE,18583,2009,RTAU24,RECYCLING - COMINGLE
Jomoro,407,2007,RECYCLING - SINGLE STREAM,142225,2007,RMAU20,RECYCLING - SINGLE STREAM
Ellembelle,408,2007,RECYCLING - SINGLE STREAM,42747,2007,RTBS42,RECYCLING - SINGLE STREAM
Nzema East,409,2007,GARBAGE COLLECTIONS,32564,2007,PAW66,GARBAGE COLLECTIONS
Ahanta West,410,2007,GARBAGE COLLECTIONS,96522,2007,PAM71,GARBAGE COLLECTIONS
Sekondi Takoradi Metropolis,411,2007,GARBAGE COLLECTIONS,112183,2007,PAM66,GARBAGE COLLECTIONS
Kwesimintsim,412,2007,RECYCLING - SINGLE STREAM,46782,2007,RTAS30,RECYCLING - SINGLE STREAM
Takoradi,413,2007,YARD TRIMMING,6966,2007,YT03,YARD TRIMMING
Sekondi,414,2007,YARD TRIMMING,55047,2007,YF03,YARD TRIMMING
Essikadu-Ketan,415,2007,RECYCLING - SINGLE STREAM,82786,2007,RWAU24,RECYCLING - SINGLE STREAM
Shama,416,2007,SWEEPING,58824,2007,SDT01,SWEEPING
Mpohor-Wassa East,417,2007,GARBAGE COLLECTIONS,4427,2007,PAF54,GARBAGE COLLECTIONS
Tarkwa Nsuaem Municipal,418,2007,GARBAGE COLLECTIONS,19152,2007,PW41,GARBAGE COLLECTIONS
Prestea/Huni Valley,419,2007,GARBAGE COLLECTIONS,2869,2007,PAW78,GARBAGE COLLECTIONS
Wassa Amenfi East,420,2007,RECYCLING - COMINGLE,84960,2007,RF23,RECYCLING - COMINGLE
Wassa Amenfi West,421,2007,RECYCLING - SINGLE STREAM,18059,2007,RMAU52,RECYCLING - SINGLE STREAM
Aowin/Suaman,422,2007,GARBAGE COLLECTIONS,20853,2007,PAF02,GARBAGE COLLECTIONS
Sefwi Akontombra,423,2007,BRUSH,22848,2007,BR08,BRUSH
Sefwi Wiawso,424,2007,SWEEPING,82085,2007,E06-R,SWEEPING
Sefwi Bibiani-Ahwiaso Bekwai,425,2007,SWEEPING,9323,2007,E17-R,SWEEPING
Juabeso,426,2007,YARD TRIMMING,64520,2007,YH12,YARD TRIMMING
Bia,427,2007,RECYCLING - COMINGLE,643,2007,RH04,RECYCLING - COMINGLE
Komenda,428,2007,RECYCLING - SINGLE STREAM,2485,2007,RWBU15,RECYCLING - SINGLE STREAM
Cape Coast Metropolis,429,2007,GARBAGE COLLECTIONS,23323,2007,PAF04,GARBAGE COLLECTIONS
Cape Coast South,430,2007,RECYCLING - PAPER,4378,2007,RH13,RECYCLING - PAPER
Cape Coast North,431,2007,RECYCLING - PAPER,20871,2007,RM12,RECYCLING - PAPER
Abura-Asebu-Kwamankese,432,2007,YARD TRIMMING,43704,2007,YH01,YARD TRIMMING
Mfantsiman Municipal,433,2007,GARBAGE COLLECTIONS,55907,2007,PAF75,GARBAGE COLLECTIONS
Ajumako-Enyan-Essiam,434,2007,GARBAGE COLLECTIONS,17678,2007,PAT84,GARBAGE COLLECTIONS
Gomoa West,435,2007,GARBAGE COLLECTIONS,54118,2007,PAW63,GARBAGE COLLECTIONS
Effutu Municipal,436,2007,BRUSH,103261,2007,BR03,BRUSH
Gomoa East,437,2007,SWEEPING,28401,2007,SDT01,SWEEPING
Ewutu Senya,438,2007,BULK,13661,2007,BU09,BULK
Agona East,439,2007,GARBAGE COLLECTIONS,91964,2007,PAT81,GARBAGE COLLECTIONS
Agona West,440,2007,YARD TRIMMING,42394,2007,YH02,YARD TRIMMING
Brakwa,441,2007,SWEEPING,41746,2007,SDT01,SWEEPING
Assin South,442,2007,GARBAGE COLLECTIONS,64051,2007,PT80,GARBAGE COLLECTIONS
Assin North Municipal,443,2007,RECYCLING - PAPER,31431,2007,RM23,RECYCLING - PAPER
Twifo-Heman-Lower Denkyira,444,2007,RECYCLING - SINGLE STREAM,105067,2007,RWAS43,RECYCLING - SINGLE STREAM
Upper Denkyira East Municipal,445,2007,BULK,98796,2007,BU13,BULK
Upper Denkyira West,446,2007,BULK,70563,2007,BU10,BULK
Weija (Ga South) Municipal,447,2007,GARBAGE COLLECTIONS,54293,2007,PAF82,GARBAGE COLLECTIONS
Ga West Municipal,448,2007,RECYCLING - SINGLE STREAM,93567,2007,RHAU14,RECYCLING - SINGLE STREAM
Ga East Municipal,449,2007,RECYCLING - SINGLE STREAM,20564,2007,RFAU22,RECYCLING - SINGLE STREAM
Accra Metropolis,450,2007,RECYCLING - SINGLE STREAM,17242,2007,RHBU53,RECYCLING - SINGLE STREAM
Ablekuma South,451,2007,RECYCLING - COMINGLE,31921,2007,RH01,RECYCLING - COMINGLE
Ablekuma Central,452,2007,SWEEPING,10951,2007,S36,SWEEPING
Ashiedu Keteke,453,2007,SWEEPING,39692,2007,SC05-R,SWEEPING
Osu Klotey,454,2007,GARBAGE COLLECTIONS,5000,2007,PAFJP,GARBAGE COLLECTIONS
La,455,2007,YARD TRIMMING,42993,2007,YH08,YARD TRIMMING
Ayawaso East,456,2007,GARBAGE COLLECTIONS,124924,2007,PAW09,GARBAGE COLLECTIONS
Ayawaso Central,457,2007,GARBAGE COLLECTIONS,22249,2007,PAH70,GARBAGE COLLECTIONS
Okai Koi South,458,2007,BRUSH,4044,2007,BR09,BRUSH
Ablekuma North,459,2007,GARBAGE COLLECTIONS,65273,2007,PAW01,GARBAGE COLLECTIONS
Okai Koi North,460,2007,RECYCLING - SINGLE STREAM,101793,2007,RWBU20,RECYCLING - SINGLE STREAM
Ayawaso West Wogon,461,2007,GARBAGE COLLECTIONS,28720,2007,PAT70,GARBAGE COLLECTIONS
Adenta Municipal,462,2007,RECYCLING - SINGLE STREAM,79697,2007,DT2,RECYCLING - SINGLE STREAM
Ledzokuku/Krowor Municipal,463,2007,RECYCLING - PAPER,124341,2007,RT14,RECYCLING - PAPER
Ashaiman Municipal,464,2007,GARBAGE COLLECTIONS,53861,2007,PAH70,GARBAGE COLLECTIONS
Tema Metropolis,465,2007,GARBAGE COLLECTIONS,101668,2007,PAM84,GARBAGE COLLECTIONS
Tema West,466,2007,BULK,52851,2007,BU26,BULK
Tema East,467,2007,RECYCLING - SINGLE STREAM,60905,2007,RMAU24,RECYCLING - SINGLE STREAM
Kpone Katamanso,468,2007,GARBAGE COLLECTIONS,2159,2007,PF30,GARBAGE COLLECTIONS
Dangbe West,469,2007,YARD TRIMMING,1017,2007,YM01,YARD TRIMMING
Dangbe East,470,2007,GARBAGE COLLECTIONS,41094,2007,PAT71,GARBAGE COLLECTIONS
South Tongu,471,2007,BULK,60188,2007,BU06,BULK
Keta Municapal,472,2007,RECYCLING - SINGLE STREAM,56765,2007,RMBS34,RECYCLING - SINGLE STREAM
Ketu South,473,2007,GARBAGE COLLECTIONS,12841,2007,PAM62,GARBAGE COLLECTIONS
Ketu North,474,2007,GARBAGE COLLECTIONS,96745,2007,PW11,GARBAGE COLLECTIONS
Akatsi,475,2007,BRUSH,68048,2007,BR17,BRUSH
North Tongu,476,2007,GARBAGE COLLECTIONS,93127,2007,PAM72,GARBAGE COLLECTIONS
Adaklu Anyigbe,477,2007,GARBAGE COLLECTIONS,64498,2007,PM33,GARBAGE COLLECTIONS
Ho Municipal,478,2007,GARBAGE COLLECTIONS,10960,2007,PT32,GARBAGE COLLECTIONS
South Dayi,479,2007,GARBAGE COLLECTIONS,30531,2007,PAH61,GARBAGE COLLECTIONS
North Dayi,480,2007,RECYCLING - SINGLE STREAM,97058,2007,RMAS33,RECYCLING - SINGLE STREAM
Hohoe Municipal,481,2007,GARBAGE COLLECTIONS,135703,2007,PH84,GARBAGE COLLECTIONS
Biakoye,482,2007,GARBAGE COLLECTIONS,8407,2007,PAM64,GARBAGE COLLECTIONS
Jasikan,483,2007,RECYCLING - PAPER,137018,2007,RH22,RECYCLING - PAPER
Kadjebi,484,2007,RECYCLING - SINGLE STREAM,5721,2007,RMAS34,RECYCLING - SINGLE STREAM
Krachi East,485,2007,GARBAGE COLLECTIONS,9864,2007,PM11,GARBAGE COLLECTIONS
Krachi West,486,2007,RECYCLING - SINGLE STREAM,5578,2007,RMAU11,RECYCLING - SINGLE STREAM
Nkwanta South,487,2007,GARBAGE COLLECTIONS,21252,2007,PH34,GARBAGE COLLECTIONS
Nkwanta North,488,2007,GARBAGE COLLECTIONS,126983,2007,PW30,GARBAGE COLLECTIONS
Birim South,489,2007,GARBAGE COLLECTIONS,122527,2007,PAW63,GARBAGE COLLECTIONS
Birim Municipal,490,2007,GARBAGE COLLECTIONS,32570,2007,PT30,GARBAGE COLLECTIONS
West Akim Municipal,491,2007,GARBAGE COLLECTIONS,6368,2007,PAW68,GARBAGE COLLECTIONS
Suhum-Kraboa Coaltar,492,2007,RECYCLING - SINGLE STREAM,142051,2007,RTAU11,RECYCLING - SINGLE STREAM
Akwapem South Municipal,493,2007,RECYCLING - COMINGLE,84200,2007,RM21,RECYCLING - COMINGLE
Akwapem North,494,2007,SWEEPING,61401,2007,DSS03,SWEEPING
New Juaben Municipal,495,2007,SWEEPING,42271,2007,E01-R,SWEEPING
Yilo Krobo,496,2007,BULK,80012,2007,BU26,BULK
Lower Manya,497,2007,RECYCLING - SINGLE STREAM,103482,2007,RTBU23,RECYCLING - SINGLE STREAM
Asuogyaman,498,2007,GARBAGE COLLECTIONS,42593,2007,PAW66,GARBAGE COLLECTIONS
Upper Manya,499,2007,RECYCLING - PAPER,16367,2007,RW03,RECYCLING - PAPER
Fanteakwa,500,2007,RECYCLING - SINGLE STREAM,105305,2007,RWAU15,RECYCLING - SINGLE STREAM
East Akim Municipal,501,2007,GARBAGE COLLECTIONS,2268,2007,PAT87,GARBAGE COLLECTIONS
Kwaebibirem,502,2007,RECYCLING - COMINGLE,75548,2007,RW01,RECYCLING - COMINGLE
Akyem Mansa,503,2007,YARD TRIMMING,6292,2007,OM-1,YARD TRIMMING
Birim North,504,2007,RECYCLING - SINGLE STREAM,10172,2007,RWAU16,RECYCLING - SINGLE STREAM
Atiwa,505,2007,SWEEPING,9778,2007,SB46,SWEEPING
Kwahu West Municipal,506,2007,GARBAGE COLLECTIONS,31128,2007,PM10,GARBAGE COLLECTIONS
Kwahu South,507,2007,GARBAGE COLLECTIONS,26231,2007,PAM74,GARBAGE COLLECTIONS
Kwahu East,508,2007,GARBAGE COLLECTIONS,75007,2007,PAH71,GARBAGE COLLECTIONS
Kwahu North,509,2007,GARBAGE COLLECTIONS,26629,2007,PF30,GARBAGE COLLECTIONS
Atwima Mponua,510,2007,RECYCLING - SINGLE STREAM,75656,2007,RHAU16,RECYCLING - SINGLE STREAM
Amansie West,511,2007,GARBAGE COLLECTIONS,31665,2007,PH24,GARBAGE COLLECTIONS
Amansie Central,512,2007,RECYCLED METAL,105927,2007,BU30,RECYCLED METAL
Adansi South,513,2007,RECYCLING - SINGLE STREAM,38567,2007,RMAU11,RECYCLING - SINGLE STREAM
Obuasi Municipal,514,2007,GARBAGE COLLECTIONS,16389,2007,PAW69,GARBAGE COLLECTIONS
Adansi North,515,2007,GARBAGE COLLECTIONS,19797,2007,PAM79,GARBAGE COLLECTIONS
Bekwai Municipal,516,2007,YARD TRIMMING,26306,2007,YF08,YARD TRIMMING
Bosome Freho,517,2007,GARBAGE COLLECTIONS,1763,2007,PAW81,GARBAGE COLLECTIONS
Asante Akim South,518,2007,GARBAGE COLLECTIONS,41431,2007,PAH70,GARBAGE COLLECTIONS
Asante Akim North Municipal,519,2007,TIRES,90856,2007,YW03,TIRES
Ejisu Juaben Municipal,520,2007,RECYCLING - COMINGLE,29507,2007,DF2,RECYCLING - COMINGLE
Bosumtwi,521,2007,BULK,68943,2007,BU27,BULK
Atwima Kwanwoma,522,2007,GARBAGE COLLECTIONS,66934,2007,PAT71,GARBAGE COLLECTIONS
Kumasi Metropolis,523,2007,YARD TRIMMING,118867,2007,OF-1,YARD TRIMMING
Kwadaso,524,2007,GARBAGE COLLECTIONS,58898,2007,PW22,GARBAGE COLLECTIONS
Nhyiaeso,525,2007,RECYCLING - COMINGLE,31734,2007,RT11,RECYCLING - COMINGLE
Subin,526,2007,GARBAGE COLLECTIONS,28539,2007,PAF63,GARBAGE COLLECTIONS
Asokwa,527,2007,RECYCLING - SINGLE STREAM,16102,2007,IRW1,RECYCLING - SINGLE STREAM
Oforikrom,528,2007,BULK,92973,2007,BU28,BULK
Asawase,529,2007,GARBAGE COLLECTIONS,52387,2007,PAM70,GARBAGE COLLECTIONS
Manhyia,530,2007,DEAD ANIMAL,24015,2007,DA01,DEAD ANIMAL
Old Tafo,531,2007,GARBAGE COLLECTIONS,115071,2007,PAM84,GARBAGE COLLECTIONS
Suame,532,2007,SWEEPING,59649,2007,SB08,SWEEPING
Bantama,533,2007,GARBAGE COLLECTIONS,43947,2007,PAF07,GARBAGE COLLECTIONS
Atwima Nwabiagya,534,2007,RECYCLING - SINGLE STREAM,31254,2007,RWBU23,RECYCLING - SINGLE STREAM
Ahafo Ano South,535,2007,GARBAGE COLLECTIONS,40439,2007,PH31,GARBAGE COLLECTIONS
Ahafo Ano North,536,2007,BULK,79964,2007,BU09,BULK
Offinso Municipal,537,2007,RECYCLING - SINGLE STREAM,27190,2007,RHAS34,RECYCLING - SINGLE STREAM
Afigya Kwabre,538,2007,SWEEPING,100046,2007,SB21,SWEEPING
Kwabre East,539,2007,YARD TRIMMING,109229,2007,YT03,YARD TRIMMING
Afigya Sekyere,540,2007,SWEEPING,86923,2007,DSS01,SWEEPING
Mampong Municipal,541,2007,GARBAGE COLLECTIONS,28102,2007,PAM67,GARBAGE COLLECTIONS
Sekyere East,542,2007,RECYCLING - SINGLE STREAM,131745,2007,RMAU21,RECYCLING - SINGLE STREAM
Sekyere Afram Plains,543,2007,YARD TRIMMING,87128,2007,YT12,YARD TRIMMING
Sekyere Central,544,2007,YARD TRIMMING,94351,2007,OW-2,YARD TRIMMING
Ejura Sekye Dumasi,545,2007,GARBAGE COLLECTIONS,5609,2007,PAM63,GARBAGE COLLECTIONS
Offinso North,546,2007,RECYCLING - SINGLE STREAM,31998,2007,RWBU20,RECYCLING - SINGLE STREAM
Asunafo South,547,2007,RECYCLING - SINGLE STREAM,76591,2007,RFBU12,RECYCLING - SINGLE STREAM
Asunafo North Municipal,548,2007,YARD TRIMMING,47731,2007,YH06,YARD TRIMMING
Asutifi,549,2007,SWEEPING,6537,2007,S39,SWEEPING
Dormaa Municipal,550,2007,RECYCLING - PAPER,44186,2007,RW11,RECYCLING - PAPER
Dormaa East,551,2007,RECYCLING - SINGLE STREAM,42125,2007,RHAS40,RECYCLING - SINGLE STREAM
Tano South,552,2007,SWEEPING,127655,2007,NW08-R,SWEEPING
Tano North,553,2007,GARBAGE COLLECTIONS,132840,2007,PH30,GARBAGE COLLECTIONS
Sunyani Municipal,554,2007,RECYCLING - SINGLE STREAM,12240,2007,RMAU11,RECYCLING - SINGLE STREAM
Sunyani West,555,2007,RECYCLING - SINGLE STREAM,2513,2007,DF3,RECYCLING - SINGLE STREAM
Berekum Municipal,556,2007,GARBAGE COLLECTIONS,119139,2007,PAF60,GARBAGE COLLECTIONS
Jaman South,557,2007,RECYCLING - SINGLE STREAM,33455,2007,RFAU23,RECYCLING - SINGLE STREAM
Jaman North,558,2007,GARBAGE COLLECTIONS,67337,2007,PAH79,GARBAGE COLLECTIONS
Tain,559,2007,RECYCLING - PAPER,12344,2007,RM32,RECYCLING - PAPER
Wenchi Municipal,560,2007,RECYCLING - SINGLE STREAM,42384,2007,RHAS30,RECYCLING - SINGLE STREAM
Techiman Municipal,561,2007,GARBAGE COLLECTIONS,11616,2007,PW21,GARBAGE COLLECTIONS
Nkoranza South,562,2007,SWEEPING,66124,2007,S12,SWEEPING
Nkoranza North,563,2007,GARBAGE COLLECTIONS,112531,2007,PT12,GARBAGE COLLECTIONS
Atebubu Amantin,564,2007,YARD TRIMMING,17435,2007,YF08,YARD TRIMMING
Sene,565,2007,RECYCLING - SINGLE STREAM,120694,2007,RWAS34,RECYCLING - SINGLE STREAM
Pru,566,2007,RECYCLING - PAPER,63035,2007,RT31,RECYCLING - PAPER
Kintampo South,567,2007,SWEEPING,8873,2007,SB120,SWEEPING
Kintampo North Municipal,568,2007,SWEEPING,107809,2007,SW12-R,SWEEPING
